Sexe;Epreuve;Points;Perf;Code epreuve
Men;PV;826;-;Men-PV
Men;LJ;826;6.55;Men-LJ
Men;TJ;826;13.78;Men-TJ
Men;SP;826;15.04;Men-SP
Men;DT;826;47.19;Men-DT
Men;HT;826;55.62;Men-HT
Men;JT;826;60.56;Men-JT
Men;Decathlon / Heptathlon;826;6033;Men-Decathlon / Heptathlon
Men;100m;827;-;Men-100m
Men;200m;827;22.74;Men-200m
Men;300m;827;35.94;Men-300m
Men;400m;827;50.53;Men-400m
Men;500m;827;1:06.40;Men-500m
Men;110mH / 100mH;827;-;Men-110mH / 100mH
Men;400mH;827;56.58;Men-400mH
Men;4x100m;827;43.63;Men-4x100m
Men;4x200m;827;1:31.29;Men-4x200m
Men;4x400m;827;3:26.03;Men-4x400m
Men;600m;827;1:23.19;Men-600m
Men;800m;827;1:57.37;Men-800m
Men;1000m;827;2:31.68;Men-1000m
Men;1500m;827;4:02.38;Men-1500m
Men;Mile;827;4:21.50;Men-Mile
Men;2000m;827;5:33.27;Men-2000m
Men;HJ;827;1.90;Men-HJ
Men;PV;827;4.38;Men-PV
Men;LJ;827;-;Men-LJ
Men;TJ;827;13.79;Men-TJ
Men;SP;827;15.06;Men-SP
Men;DT;827;47.24;Men-DT
Men;HT;827;55.69;Men-HT
Men;JT;827;60.63;Men-JT
Men;Decathlon / Heptathlon;827;6040;Men-Decathlon / Heptathlon
Men;100m;828;11.20;Men-100m
Men;200m;828;22.73;Men-200m
Men;300m;828;35.92;Men-300m
Men;400m;828;50.52;Men-400m
Men;500m;828;1:06.37;Men-500m
Men;110mH / 100mH;828;15.40;Men-110mH / 100mH
Men;400mH;828;56.55;Men-400mH
Men;4x100m;828;43.61;Men-4x100m
Men;4x200m;828;1:31.25;Men-4x200m
Men;4x400m;828;3:25.95;Men-4x400m
Men;600m;828;1:23.16;Men-600m
Men;800m;828;1:57.33;Men-800m
Men;1000m;828;2:31.63;Men-1000m
Men;1500m;828;4:02.29;Men-1500m
Men;Mile;828;4:21.41;Men-Mile
Men;2000m;828;5:33.15;Men-2000m
Men;HJ;828;-;Men-HJ
Men;PV;828;-;Men-PV
Men;LJ;828;6.56;Men-LJ
Men;TJ;828;13.80;Men-TJ
Men;SP;828;15.07;Men-SP
Men;DT;828;47.30;Men-DT
Men;HT;828;55.75;Men-HT
Men;JT;828;60.70;Men-JT
Men;Decathlon / Heptathlon;828;6046;Men-Decathlon / Heptathlon
Men;100m;829;-;Men-100m
Men;200m;829;22.72;Men-200m
Men;300m;829;35.91;Men-300m
Men;400m;829;50.50;Men-400m
Men;500m;829;1:06.35;Men-500m
Men;110mH / 100mH;829;-;Men-110mH / 100mH
Men;400mH;829;56.53;Men-400mH
Men;4x100m;829;43.60;Men-4x100m
Men;4x200m;829;1:31.22;Men-4x200m
Men;4x400m;829;3:25.87;Men-4x400m
Men;600m;829;1:23.13;Men-600m
Men;800m;829;1:57.29;Men-800m
Men;1000m;829;2:31.58;Men-1000m
Men;1500m;829;4:02.21;Men-1500m
Men;Mile;829;4:21.31;Men-Mile
Men;2000m;829;5:33.03;Men-2000m
Men;HJ;829;-;Men-HJ
Men;PV;829;-;Men-PV
Men;LJ;829;-;Men-LJ
Men;TJ;829;13.81;Men-TJ
Men;SP;829;15.09;Men-SP
Men;DT;829;47.35;Men-DT
Men;HT;829;55.82;Men-HT
Men;JT;829;60.77;Men-JT
Men;Decathlon / Heptathlon;829;6053;Men-Decathlon / Heptathlon
Men;100m;830;-;Men-100m
Men;200m;830;-;Men-200m
Men;300m;830;35.90;Men-300m
Men;400m;830;50.48;Men-400m
Men;500m;830;1:06.33;Men-500m
Men;110mH / 100mH;830;15.39;Men-110mH / 100mH
Men;400mH;830;56.51;Men-400mH
Men;4x100m;830;43.58;Men-4x100m
Men;4x200m;830;1:31.19;Men-4x200m
Men;4x400m;830;3:25.79;Men-4x400m
Men;600m;830;1:23.11;Men-600m
Men;800m;830;1:57.25;Men-800m
Men;1000m;830;2:31.52;Men-1000m
Men;1500m;830;4:02.12;Men-1500m
Men;Mile;830;4:21.22;Men-Mile
Men;2000m;830;5:32.92;Men-2000m
Men;HJ;830;-;Men-HJ
Men;PV;830;4.39;Men-PV
Men;LJ;830;6.57;Men-LJ
Men;TJ;830;13.82;Men-TJ
Men;SP;830;15.11;Men-SP
Men;DT;830;47.41;Men-DT
Men;HT;830;55.88;Men-HT
Men;JT;830;60.84;Men-JT
Men;Decathlon / Heptathlon;830;6060;Men-Decathlon / Heptathlon
Men;100m;831;11.19;Men-100m
Men;200m;831;22.71;Men-200m
Men;300m;831;35.89;Men-300m
Men;400m;831;50.47;Men-400m
Men;500m;831;1:06.31;Men-500m
Men;110mH / 100mH;831;15.38;Men-110mH / 100mH
Men;400mH;831;56.48;Men-400mH
Men;4x100m;831;43.57;Men-4x100m
Men;4x200m;831;1:31.16;Men-4x200m
Men;4x400m;831;3:25.72;Men-4x400m
Men;600m;831;1:23.08;Men-600m
Men;800m;831;1:57.21;Men-800m
Men;1000m;831;2:31.47;Men-1000m
Men;1500m;831;4:02.03;Men-1500m
Men;Mile;831;4:21.13;Men-Mile
Men;2000m;831;5:32.80;Men-2000m
Men;HJ;831;-;Men-HJ
Men;PV;831;-;Men-PV
Men;LJ;831;-;Men-LJ
Men;TJ;831;13.83;Men-TJ
Men;SP;831;15.12;Men-SP
Men;DT;831;47.46;Men-DT
Men;HT;831;55.95;Men-HT
Men;JT;831;60.92;Men-JT
Men;Decathlon / Heptathlon;831;6066;Men-Decathlon / Heptathlon
Men;100m;832;-;Men-100m
Men;200m;832;22.70;Men-200m
Men;300m;832;35.87;Men-300m
Men;400m;832;50.45;Men-400m
Men;500m;832;1:06.28;Men-500m
Men;110mH / 100mH;832;-;Men-110mH / 100mH
Men;400mH;832;56.46;Men-400mH
Men;4x100m;832;43.55;Men-4x100m
Men;4x200m;832;1:31.13;Men-4x200m
Men;4x400m;832;3:25.64;Men-4x400m
Men;600m;832;1:23.05;Men-600m
Men;800m;832;1:57.17;Men-800m
Men;1000m;832;2:31.42;Men-1000m
Men;1500m;832;4:01.95;Men-1500m
Men;Mile;832;4:21.03;Men-Mile
Men;2000m;832;5:32.68;Men-2000m
Men;HJ;832;-;Men-HJ
Men;PV;832;-;Men-PV
Men;LJ;832;-;Men-LJ
Men;TJ;832;13.84;Men-TJ
Men;SP;832;15.14;Men-SP
Men;DT;832;47.52;Men-DT
Men;HT;832;56.01;Men-HT
Men;JT;832;60.99;Men-JT
Men;Decathlon / Heptathlon;832;6073;Men-Decathlon / Heptathlon
Men;100m;833;-;Men-100m
Men;200m;833;22.69;Men-200m
Men;300m;833;35.86;Men-300m
Men;400m;833;50.43;Men-400m
Men;500m;833;1:06.26;Men-500m
Men;110mH / 100mH;833;15.37;Men-110mH / 100mH
Men;400mH;833;56.44;Men-400mH
Men;4x100m;833;43.53;Men-4x100m
Men;4x200m;833;1:31.10;Men-4x200m
Men;4x400m;833;3:25.56;Men-4x400m
Men;600m;833;1:23.02;Men-600m
Men;800m;833;1:57.13;Men-800m
Men;1000m;833;2:31.37;Men-1000m
Men;1500m;833;4:01.86;Men-1500m
Men;Mile;833;4:20.94;Men-Mile
Men;2000m;833;5:32.56;Men-2000m
Men;HJ;833;-;Men-HJ
Men;PV;833;4.40;Men-PV
Men;LJ;833;6.58;Men-LJ
Men;TJ;833;13.85;Men-TJ
Men;SP;833;15.16;Men-SP
Men;DT;833;47.57;Men-DT
Men;HT;833;56.08;Men-HT
Men;JT;833;61.06;Men-JT
Men;Decathlon / Heptathlon;833;6080;Men-Decathlon / Heptathlon
Men;100m;834;11.18;Men-100m
Men;200m;834;22.68;Men-200m
Men;300m;834;35.85;Men-300m
Men;400m;834;50.41;Men-400m
Men;500m;834;1:06.24;Men-500m
Men;110mH / 100mH;834;15.36;Men-110mH / 100mH
Men;400mH;834;56.41;Men-400mH
Men;4x100m;834;43.52;Men-4x100m
Men;4x200m;834;1:31.06;Men-4x200m
Men;4x400m;834;3:25.48;Men-4x400m
Men;600m;834;1:22.99;Men-600m
Men;800m;834;1:57.09;Men-800m
Men;1000m;834;2:31.32;Men-1000m
Men;1500m;834;4:01.78;Men-1500m
Men;Mile;834;4:20.85;Men-Mile
Men;2000m;834;5:32.45;Men-2000m
Men;HJ;834;-;Men-HJ
Men;PV;834;-;Men-PV
Men;LJ;834;-;Men-LJ
Men;TJ;834;13.86;Men-TJ
Men;SP;834;15.17;Men-SP
Men;DT;834;47.62;Men-DT
Men;HT;834;56.14;Men-HT
Men;JT;834;61.13;Men-JT
Men;Decathlon / Heptathlon;834;6086;Men-Decathlon / Heptathlon
Men;100m;835;-;Men-100m
Men;200m;835;-;Men-200m
Men;300m;835;35.83;Men-300m
Men;400m;835;50.40;Men-400m
Men;500m;835;1:06.21;Men-500m
Men;110mH / 100mH;835;-;Men-110mH / 100mH
Men;400mH;835;56.39;Men-400mH
Men;4x100m;835;43.50;Men-4x100m
Men;4x200m;835;1:31.03;Men-4x200m
Men;4x400m;835;3:25.41;Men-4x400m
Men;600m;835;1:22.97;Men-600m
Men;800m;835;1:57.06;Men-800m
Men;1000m;835;2:31.27;Men-1000m
Men;1500m;835;4:01.69;Men-1500m
Men;Mile;835;4:20.76;Men-Mile
Men;2000m;835;5:32.33;Men-2000m
Men;HJ;835;-;Men-HJ
Men;PV;835;4.41;Men-PV
Men;LJ;835;6.59;Men-LJ
Men;TJ;835;13.87;Men-TJ
Men;SP;835;15.19;Men-SP
Men;DT;835;47.68;Men-DT
Men;HT;835;56.21;Men-HT
Men;JT;835;61.20;Men-JT
Men;Decathlon / Heptathlon;835;6093;Men-Decathlon / Heptathlon
Men;100m;836;-;Men-100m
Men;200m;836;22.67;Men-200m
Men;300m;836;35.82;Men-300m
Men;400m;836;50.38;Men-400m
Men;500m;836;1:06.19;Men-500m
Men;110mH / 100mH;836;15.35;Men-110mH / 100mH
Men;400mH;836;56.37;Men-400mH
Men;4x100m;836;43.49;Men-4x100m
Men;4x200m;836;1:31.00;Men-4x200m
Men;4x400m;836;3:25.33;Men-4x400m
Men;600m;836;1:22.94;Men-600m
Men;800m;836;1:57.02;Men-800m
Men;1000m;836;2:31.21;Men-1000m
Men;1500m;836;4:01.60;Men-1500m
Men;Mile;836;4:20.67;Men-Mile
Men;2000m;836;5:32.21;Men-2000m
Men;HJ;836;1.91;Men-HJ
Men;PV;836;-;Men-PV
Men;LJ;836;-;Men-LJ
Men;TJ;836;13.88;Men-TJ
Men;SP;836;15.21;Men-SP
Men;DT;836;47.73;Men-DT
Men;HT;836;56.27;Men-HT
Men;JT;836;61.27;Men-JT
Men;Decathlon / Heptathlon;836;6099;Men-Decathlon / Heptathlon
Men;100m;837;11.17;Men-100m
Men;200m;837;22.66;Men-200m
Men;300m;837;35.81;Men-300m
Men;400m;837;50.36;Men-400m
Men;500m;837;1:06.17;Men-500m
Men;110mH / 100mH;837;-;Men-110mH / 100mH
Men;400mH;837;56.34;Men-400mH
Men;4x100m;837;43.47;Men-4x100m
Men;4x200m;837;1:30.97;Men-4x200m
Men;4x400m;837;3:25.25;Men-4x400m
Men;600m;837;1:22.91;Men-600m
Men;800m;837;1:56.98;Men-800m
Men;1000m;837;2:31.16;Men-1000m
Men;1500m;837;4:01.52;Men-1500m
Men;Mile;837;4:20.57;Men-Mile
Men;2000m;837;5:32.09;Men-2000m
Men;HJ;837;-;Men-HJ
Men;PV;837;-;Men-PV
Men;LJ;837;6.60;Men-LJ
Men;TJ;837;13.89;Men-TJ
Men;SP;837;15.22;Men-SP
Men;DT;837;47.79;Men-DT
Men;HT;837;56.34;Men-HT
Men;JT;837;61.34;Men-JT
Men;Decathlon / Heptathlon;837;6106;Men-Decathlon / Heptathlon
Men;100m;838;-;Men-100m
Men;200m;838;22.65;Men-200m
Men;300m;838;35.80;Men-300m
Men;400m;838;50.35;Men-400m
Men;500m;838;1:06.15;Men-500m
Men;110mH / 100mH;838;15.34;Men-110mH / 100mH
Men;400mH;838;56.32;Men-400mH
Men;4x100m;838;43.46;Men-4x100m
Men;4x200m;838;1:30.94;Men-4x200m
Men;4x400m;838;3:25.18;Men-4x400m
Men;600m;838;1:22.88;Men-600m
Men;800m;838;1:56.94;Men-800m
Men;1000m;838;2:31.11;Men-1000m
Men;1500m;838;4:01.43;Men-1500m
Men;Mile;838;4:20.48;Men-Mile
Men;2000m;838;5:31.98;Men-2000m
Men;HJ;838;-;Men-HJ
Men;PV;838;4.42;Men-PV
Men;LJ;838;-;Men-LJ
Men;TJ;838;13.90;Men-TJ
Men;SP;838;15.24;Men-SP
Men;DT;838;47.84;Men-DT
Men;HT;838;56.40;Men-HT
Men;JT;838;61.41;Men-JT
Men;Decathlon / Heptathlon;838;6113;Men-Decathlon / Heptathlon
Men;100m;839;-;Men-100m
Men;200m;839;-;Men-200m
Men;300m;839;35.78;Men-300m
Men;400m;839;50.33;Men-400m
Men;500m;839;1:06.12;Men-500m
Men;110mH / 100mH;839;15.33;Men-110mH / 100mH
Men;400mH;839;56.30;Men-400mH
Men;4x100m;839;43.44;Men-4x100m
Men;4x200m;839;1:30.90;Men-4x200m
Men;4x400m;839;3:25.10;Men-4x400m
Men;600m;839;1:22.86;Men-600m
Men;800m;839;1:56.90;Men-800m
Men;1000m;839;2:31.06;Men-1000m
Men;1500m;839;4:01.35;Men-1500m
Men;Mile;839;4:20.39;Men-Mile
Men;2000m;839;5:31.86;Men-2000m
Men;HJ;839;-;Men-HJ
Men;PV;839;-;Men-PV
Men;LJ;839;6.61;Men-LJ
Men;TJ;839;13.91;Men-TJ
Men;SP;839;15.26;Men-SP
Men;DT;839;47.90;Men-DT
Men;HT;839;56.47;Men-HT
Men;JT;839;61.48;Men-JT
Men;Decathlon / Heptathlon;839;6119;Men-Decathlon / Heptathlon
Men;100m;840;11.16;Men-100m
Men;200m;840;22.64;Men-200m
Men;300m;840;35.77;Men-300m
Men;400m;840;50.31;Men-400m
Men;500m;840;1:06.10;Men-500m
Men;110mH / 100mH;840;-;Men-110mH / 100mH
Men;400mH;840;56.27;Men-400mH
Men;4x100m;840;43.43;Men-4x100m
Men;4x200m;840;1:30.87;Men-4x200m
Men;4x400m;840;3:25.02;Men-4x400m
Men;600m;840;1:22.83;Men-600m
Men;800m;840;1:56.86;Men-800m
Men;1000m;840;2:31.01;Men-1000m
Men;1500m;840;4:01.26;Men-1500m
Men;Mile;840;4:20.30;Men-Mile
Men;2000m;840;5:31.74;Men-2000m
Men;HJ;840;-;Men-HJ
Men;PV;840;-;Men-PV
Men;LJ;840;-;Men-LJ
Men;TJ;840;13.92;Men-TJ
Men;SP;840;15.27;Men-SP
Men;DT;840;47.95;Men-DT
Men;HT;840;56.53;Men-HT
Men;JT;840;61.55;Men-JT
Men;Decathlon / Heptathlon;840;6126;Men-Decathlon / Heptathlon
Men;100m;841;-;Men-100m
Men;200m;841;22.63;Men-200m
Men;300m;841;35.76;Men-300m
Men;400m;841;50.29;Men-400m
Men;500m;841;1:06.08;Men-500m
Men;110mH / 100mH;841;15.32;Men-110mH / 100mH
Men;400mH;841;56.25;Men-400mH
Men;4x100m;841;43.41;Men-4x100m
Men;4x200m;841;1:30.84;Men-4x200m
Men;4x400m;841;3:24.95;Men-4x400m
Men;600m;841;1:22.80;Men-600m
Men;800m;841;1:56.82;Men-800m
Men;1000m;841;2:30.96;Men-1000m
Men;1500m;841;4:01.18;Men-1500m
Men;Mile;841;4:20.20;Men-Mile
Men;2000m;841;5:31.63;Men-2000m
Men;HJ;841;-;Men-HJ
Men;PV;841;4.43;Men-PV
Men;LJ;841;6.62;Men-LJ
Men;TJ;841;-;Men-TJ
Men;SP;841;15.29;Men-SP
Men;DT;841;48.01;Men-DT
Men;HT;841;56.60;Men-HT
Men;JT;841;61.62;Men-JT
Men;Decathlon / Heptathlon;841;6132;Men-Decathlon / Heptathlon
Men;100m;842;11.15;Men-100m
Men;200m;842;22.62;Men-200m
Men;300m;842;35.74;Men-300m
Men;400m;842;50.28;Men-400m
Men;500m;842;1:06.06;Men-500m
Men;110mH / 100mH;842;15.31;Men-110mH / 100mH
Men;400mH;842;56.23;Men-400mH
Men;4x100m;842;43.39;Men-4x100m
Men;4x200m;842;1:30.81;Men-4x200m
Men;4x400m;842;3:24.87;Men-4x400m
Men;600m;842;1:22.77;Men-600m
Men;800m;842;1:56.78;Men-800m
Men;1000m;842;2:30.91;Men-1000m
Men;1500m;842;4:01.09;Men-1500m
Men;Mile;842;4:20.11;Men-Mile
Men;2000m;842;5:31.51;Men-2000m
Men;HJ;842;-;Men-HJ
Men;PV;842;-;Men-PV
Men;LJ;842;-;Men-LJ
Men;TJ;842;13.93;Men-TJ
Men;SP;842;15.31;Men-SP
Men;DT;842;48.06;Men-DT
Men;HT;842;56.66;Men-HT
Men;JT;842;61.69;Men-JT
Men;Decathlon / Heptathlon;842;6139;Men-Decathlon / Heptathlon
Men;100m;843;-;Men-100m
Men;200m;843;-;Men-200m
Men;300m;843;35.73;Men-300m
Men;400m;843;50.26;Men-400m
Men;500m;843;1:06.03;Men-500m
Men;110mH / 100mH;843;-;Men-110mH / 100mH
Men;400mH;843;56.20;Men-400mH
Men;4x100m;843;43.38;Men-4x100m
Men;4x200m;843;1:30.78;Men-4x200m
Men;4x400m;843;3:24.79;Men-4x400m
Men;600m;843;1:22.74;Men-600m
Men;800m;843;1:56.74;Men-800m
Men;1000m;843;2:30.85;Men-1000m
Men;1500m;843;4:01.01;Men-1500m
Men;Mile;843;4:20.02;Men-Mile
Men;2000m;843;5:31.39;Men-2000m
Men;HJ;843;-;Men-HJ
Men;PV;843;4.44;Men-PV
Men;LJ;843;6.63;Men-LJ
Men;TJ;843;13.94;Men-TJ
Men;SP;843;15.33;Men-SP
Men;DT;843;48.12;Men-DT
Men;HT;843;56.73;Men-HT
Men;JT;843;61.76;Men-JT
Men;Decathlon / Heptathlon;843;6146;Men-Decathlon / Heptathlon
Men;100m;844;-;Men-100m
Men;200m;844;22.61;Men-200m
Men;300m;844;35.72;Men-300m
Men;400m;844;50.24;Men-400m
Men;500m;844;1:06.01;Men-500m
Men;110mH / 100mH;844;15.30;Men-110mH / 100mH
Men;400mH;844;56.18;Men-400mH
Men;4x100m;844;43.36;Men-4x100m
Men;4x200m;844;1:30.75;Men-4x200m
Men;4x400m;844;3:24.72;Men-4x400m
Men;600m;844;1:22.72;Men-600m
Men;800m;844;1:56.71;Men-800m
Men;1000m;844;2:30.80;Men-1000m
Men;1500m;844;4:00.92;Men-1500m
Men;Mile;844;4:19.93;Men-Mile
Men;2000m;844;5:31.28;Men-2000m
Men;HJ;844;1.92;Men-HJ
Men;PV;844;-;Men-PV
Men;LJ;844;-;Men-LJ
Men;TJ;844;13.95;Men-TJ
Men;SP;844;15.34;Men-SP
Men;DT;844;48.17;Men-DT
Men;HT;844;56.79;Men-HT
Men;JT;844;61.84;Men-JT
Men;Decathlon / Heptathlon;844;6152;Men-Decathlon / Heptathlon
Men;100m;845;11.14;Men-100m
Men;200m;845;22.60;Men-200m
Men;300m;845;35.71;Men-300m
Men;400m;845;50.23;Men-400m
Men;500m;845;1:05.99;Men-500m
Men;110mH / 100mH;845;-;Men-110mH / 100mH
Men;400mH;845;56.16;Men-400mH
Men;4x100m;845;43.35;Men-4x100m
Men;4x200m;845;1:30.72;Men-4x200m
Men;4x400m;845;3:24.64;Men-4x400m
Men;600m;845;1:22.69;Men-600m
Men;800m;845;1:56.67;Men-800m
Men;1000m;845;2:30.75;Men-1000m
Men;1500m;845;4:00.84;Men-1500m
Men;Mile;845;4:19.84;Men-Mile
Men;2000m;845;5:31.16;Men-2000m
Men;HJ;845;-;Men-HJ
Men;PV;845;-;Men-PV
Men;LJ;845;6.64;Men-LJ
Men;TJ;845;13.96;Men-TJ
Men;SP;845;15.36;Men-SP
Men;DT;845;48.23;Men-DT
Men;HT;845;56.86;Men-HT
Men;JT;845;61.91;Men-JT
Men;Decathlon / Heptathlon;845;6159;Men-Decathlon / Heptathlon
Men;100m;846;-;Men-100m
Men;200m;846;22.59;Men-200m
Men;300m;846;35.69;Men-300m
Men;400m;846;50.21;Men-400m
Men;500m;846;1:05.97;Men-500m
Men;110mH / 100mH;846;15.29;Men-110mH / 100mH
Men;400mH;846;56.13;Men-400mH
Men;4x100m;846;43.33;Men-4x100m
Men;4x200m;846;1:30.68;Men-4x200m
Men;4x400m;846;3:24.56;Men-4x400m
Men;600m;846;1:22.66;Men-600m
Men;800m;846;1:56.63;Men-800m
Men;1000m;846;2:30.70;Men-1000m
Men;1500m;846;4:00.75;Men-1500m
Men;Mile;846;4:19.74;Men-Mile
Men;2000m;846;5:31.04;Men-2000m
Men;HJ;846;-;Men-HJ
Men;PV;846;4.45;Men-PV
Men;LJ;846;-;Men-LJ
Men;TJ;846;13.97;Men-TJ
Men;SP;846;15.38;Men-SP
Men;DT;846;48.28;Men-DT
Men;HT;846;56.92;Men-HT
Men;JT;846;61.98;Men-JT
Men;Decathlon / Heptathlon;846;6166;Men-Decathlon / Heptathlon
Men;100m;847;-;Men-100m
Men;200m;847;22.58;Men-200m
Men;300m;847;35.68;Men-300m
Men;400m;847;50.19;Men-400m
Men;500m;847;1:05.94;Men-500m
Men;110mH / 100mH;847;15.28;Men-110mH / 100mH
Men;400mH;847;56.11;Men-400mH
Men;4x100m;847;43.32;Men-4x100m
Men;4x200m;847;1:30.65;Men-4x200m
Men;4x400m;847;3:24.49;Men-4x400m
Men;600m;847;1:22.63;Men-600m
Men;800m;847;1:56.59;Men-800m
Men;1000m;847;2:30.65;Men-1000m
Men;1500m;847;4:00.66;Men-1500m
Men;Mile;847;4:19.65;Men-Mile
Men;2000m;847;5:30.93;Men-2000m
Men;HJ;847;-;Men-HJ
Men;PV;847;-;Men-PV
Men;LJ;847;6.65;Men-LJ
Men;TJ;847;13.98;Men-TJ
Men;SP;847;15.39;Men-SP
Men;DT;847;48.34;Men-DT
Men;HT;847;56.99;Men-HT
Men;JT;847;62.05;Men-JT
Men;Decathlon / Heptathlon;847;6172;Men-Decathlon / Heptathlon
Men;100m;848;11.13;Men-100m
Men;200m;848;-;Men-200m
Men;300m;848;35.67;Men-300m
Men;400m;848;50.18;Men-400m
Men;500m;848;1:05.92;Men-500m
Men;110mH / 100mH;848;-;Men-110mH / 100mH
Men;400mH;848;56.09;Men-400mH
Men;4x100m;848;43.30;Men-4x100m
Men;4x200m;848;1:30.62;Men-4x200m
Men;4x400m;848;3:24.41;Men-4x400m
Men;600m;848;1:22.61;Men-600m
Men;800m;848;1:56.55;Men-800m
Men;1000m;848;2:30.60;Men-1000m
Men;1500m;848;4:00.58;Men-1500m
Men;Mile;848;4:19.56;Men-Mile
Men;2000m;848;5:30.81;Men-2000m
Men;HJ;848;-;Men-HJ
Men;PV;848;-;Men-PV
Men;LJ;848;-;Men-LJ
Men;TJ;848;13.99;Men-TJ
Men;SP;848;15.41;Men-SP
Men;DT;848;48.39;Men-DT
Men;HT;848;57.05;Men-HT
Men;JT;848;62.12;Men-JT
Men;Decathlon / Heptathlon;848;6179;Men-Decathlon / Heptathlon
Men;100m;849;-;Men-100m
Men;200m;849;22.57;Men-200m
Men;300m;849;35.66;Men-300m
Men;400m;849;50.16;Men-400m
Men;500m;849;1:05.90;Men-500m
Men;110mH / 100mH;849;15.27;Men-110mH / 100mH
Men;400mH;849;56.06;Men-400mH
Men;4x100m;849;43.29;Men-4x100m
Men;4x200m;849;1:30.59;Men-4x200m
Men;4x400m;849;3:24.33;Men-4x400m
Men;600m;849;1:22.58;Men-600m
Men;800m;849;1:56.51;Men-800m
Men;1000m;849;2:30.55;Men-1000m
Men;1500m;849;4:00.49;Men-1500m
Men;Mile;849;4:19.47;Men-Mile
Men;2000m;849;5:30.70;Men-2000m
Men;HJ;849;-;Men-HJ
Men;PV;849;4.46;Men-PV
Men;LJ;849;-;Men-LJ
Men;TJ;849;14.00;Men-TJ
Men;SP;849;15.43;Men-SP
Men;DT;849;48.45;Men-DT
Men;HT;849;57.12;Men-HT
Men;JT;849;62.19;Men-JT
Men;Decathlon / Heptathlon;849;6185;Men-Decathlon / Heptathlon
Men;100m;850;-;Men-100m
Men;200m;850;22.56;Men-200m
Men;300m;850;35.64;Men-300m
Men;400m;850;50.14;Men-400m
Men;500m;850;1:05.88;Men-500m
Men;110mH / 100mH;850;15.26;Men-110mH / 100mH
Men;400mH;850;56.04;Men-400mH
Men;4x100m;850;43.27;Men-4x100m
Men;4x200m;850;1:30.56;Men-4x200m
Men;4x400m;850;3:24.26;Men-4x400m
Men;600m;850;1:22.55;Men-600m
Men;800m;850;1:56.47;Men-800m
Men;1000m;850;2:30.49;Men-1000m
Men;1500m;850;4:00.41;Men-1500m
Men;Mile;850;4:19.38;Men-Mile
Men;2000m;850;5:30.58;Men-2000m
Men;HJ;850;-;Men-HJ
Men;PV;850;-;Men-PV
Men;LJ;850;6.66;Men-LJ
Men;TJ;850;14.01;Men-TJ
Men;SP;850;15.44;Men-SP
Men;DT;850;48.50;Men-DT
Men;HT;850;57.18;Men-HT
Men;JT;850;62.26;Men-JT
Men;Decathlon / Heptathlon;850;6192;Men-Decathlon / Heptathlon
Men;100m;851;11.12;Men-100m
Men;200m;851;22.55;Men-200m
Men;300m;851;35.63;Men-300m
Men;400m;851;50.12;Men-400m
Men;500m;851;1:05.85;Men-500m
Men;110mH / 100mH;851;-;Men-110mH / 100mH
Men;400mH;851;56.02;Men-400mH
Men;4x100m;851;43.26;Men-4x100m
Men;4x200m;851;1:30.53;Men-4x200m
Men;4x400m;851;3:24.18;Men-4x400m
Men;600m;851;1:22.52;Men-600m
Men;800m;851;1:56.44;Men-800m
Men;1000m;851;2:30.44;Men-1000m
Men;1500m;851;4:00.32;Men-1500m
Men;Mile;851;4:19.29;Men-Mile
Men;2000m;851;5:30.46;Men-2000m
Men;HJ;851;-;Men-HJ
Men;PV;851;4.47;Men-PV
Men;LJ;851;-;Men-LJ
Men;TJ;851;14.02;Men-TJ
Men;SP;851;15.46;Men-SP
Men;DT;851;48.55;Men-DT
Men;HT;851;57.25;Men-HT
Men;JT;851;62.33;Men-JT
Men;Decathlon / Heptathlon;851;6199;Men-Decathlon / Heptathlon
Men;100m;852;-;Men-100m
Men;200m;852;-;Men-200m
Men;300m;852;35.62;Men-300m
Men;400m;852;50.11;Men-400m
Men;500m;852;1:05.83;Men-500m
Men;110mH / 100mH;852;15.25;Men-110mH / 100mH
Men;400mH;852;55.99;Men-400mH
Men;4x100m;852;43.24;Men-4x100m
Men;4x200m;852;1:30.50;Men-4x200m
Men;4x400m;852;3:24.11;Men-4x400m
Men;600m;852;1:22.50;Men-600m
Men;800m;852;1:56.40;Men-800m
Men;1000m;852;2:30.39;Men-1000m
Men;1500m;852;4:00.24;Men-1500m
Men;Mile;852;4:19.20;Men-Mile
Men;2000m;852;5:30.35;Men-2000m
Men;HJ;852;-;Men-HJ
Men;PV;852;-;Men-PV
Men;LJ;852;6.67;Men-LJ
Men;TJ;852;14.03;Men-TJ
Men;SP;852;15.48;Men-SP
Men;DT;852;48.61;Men-DT
Men;HT;852;57.31;Men-HT
Men;JT;852;62.40;Men-JT
Men;Decathlon / Heptathlon;852;6205;Men-Decathlon / Heptathlon
Men;100m;853;-;Men-100m
Men;200m;853;22.54;Men-200m
Men;300m;853;35.61;Men-300m
Men;400m;853;50.09;Men-400m
Men;500m;853;1:05.81;Men-500m
Men;110mH / 100mH;853;-;Men-110mH / 100mH
Men;400mH;853;55.97;Men-400mH
Men;4x100m;853;43.22;Men-4x100m
Men;4x200m;853;1:30.46;Men-4x200m
Men;4x400m;853;3:24.03;Men-4x400m
Men;600m;853;1:22.47;Men-600m
Men;800m;853;1:56.36;Men-800m
Men;1000m;853;2:30.34;Men-1000m
