Sexe;Epreuve;Points;Perf;Code epreuve
Women;DT;911;51.26;Women-DT
Women;HT;911;58.68;Women-HT
Women;JT;911;50.95;Women-JT
Women;Decathlon / Heptathlon;911;5156;Women-Decathlon / Heptathlon
Women;100m;912;12.41;Women-100m
Women;200m;912;25.33;Women-200m
Women;300m;912;40.90;Women-300m
Women;400m;912;57.82;Women-400m
Women;500m;912;1:15.77;Women-500m
Women;110mH / 100mH;912;14.86;Women-110mH / 100mH
Women;400mH;912;1:03.87;Women-400mH
Women;4x100m;912;49.61;Women-4x100m
Women;4x200m;912;1:44.89;Women-4x200m
Women;4x400m;912;3:58.36;Women-4x400m
Women;600m;912;1:35.91;Women-600m
Women;800m;912;2:14.86;Women-800m
Women;1000m;912;2:55.48;Women-1000m
Women;1500m;912;4:39.11;Women-1500m
Women;Mile;912;5:00.20;Women-Mile
Women;2000m;912;6:22.86;Women-2000m
Women;HJ;912;-;Women-HJ
Women;PV;912;-;Women-PV
Women;LJ;912;5.60;Women-LJ
Women;TJ;912;11.98;Women-TJ
Women;SP;912;15.26;Women-SP
Women;DT;912;51.31;Women-DT
Women;HT;912;58.74;Women-HT
Women;JT;912;51.00;Women-JT
Women;Decathlon / Heptathlon;912;5161;Women-Decathlon / Heptathlon
Women;100m;913;-;Women-100m
Women;200m;913;25.32;Women-200m
Women;300m;913;40.88;Women-300m
Women;400m;913;57.79;Women-400m
Women;500m;913;1:15.73;Women-500m
Women;110mH / 100mH;913;14.85;Women-110mH / 100mH
Women;400mH;913;1:03.83;Women-400mH
Women;4x100m;913;49.58;Women-4x100m
Women;4x200m;913;1:44.83;Women-4x200m
Women;4x400m;913;3:58.23;Women-4x400m
Women;600m;913;1:35.87;Women-600m
Women;800m;913;2:14.80;Women-800m
Women;1000m;913;2:55.40;Women-1000m
Women;1500m;913;4:38.97;Women-1500m
Women;Mile;913;5:00.05;Women-Mile
Women;2000m;913;6:22.65;Women-2000m
Women;HJ;913;-;Women-HJ
Women;PV;913;-;Women-PV
Women;LJ;913;-;Women-LJ
Women;TJ;913;11.99;Women-TJ
Women;SP;913;15.28;Women-SP
Women;DT;913;51.37;Women-DT
Women;HT;913;58.80;Women-HT
Women;JT;913;51.06;Women-JT
Women;Decathlon / Heptathlon;913;5166;Women-Decathlon / Heptathlon
Women;100m;914;12.40;Women-100m
Women;200m;914;25.30;Women-200m
Women;300m;914;40.86;Women-300m
Women;400m;914;57.76;Women-400m
Women;500m;914;1:15.69;Women-500m
Women;110mH / 100mH;914;14.84;Women-110mH / 100mH
Women;400mH;914;1:03.80;Women-400mH
Women;4x100m;914;49.55;Women-4x100m
Women;4x200m;914;1:44.77;Women-4x200m
Women;4x400m;914;3:58.10;Women-4x400m
Women;600m;914;1:35.82;Women-600m
Women;800m;914;2:14.73;Women-800m
Women;1000m;914;2:55.31;Women-1000m
Women;1500m;914;4:38.83;Women-1500m
Women;Mile;914;4:59.90;Women-Mile
Women;2000m;914;6:22.45;Women-2000m
Women;HJ;914;-;Women-HJ
Women;PV;914;3.85;Women-PV
Women;LJ;914;5.61;Women-LJ
Women;TJ;914;12.00;Women-TJ
Women;SP;914;15.29;Women-SP
Women;DT;914;51.42;Women-DT
Women;HT;914;58.87;Women-HT
Women;JT;914;51.11;Women-JT
Women;Decathlon / Heptathlon;914;5172;Women-Decathlon / Heptathlon
Women;100m;915;-;Women-100m
Women;200m;915;25.29;Women-200m
Women;300m;915;40.84;Women-300m
Women;400m;915;57.73;Women-400m
Women;500m;915;1:15.66;Women-500m
Women;110mH / 100mH;915;14.83;Women-110mH / 100mH
Women;400mH;915;1:03.76;Women-400mH
Women;4x100m;915;49.53;Women-4x100m
Women;4x200m;915;1:44.71;Women-4x200m
Women;4x400m;915;3:57.96;Women-4x400m
Women;600m;915;1:35.77;Women-600m
Women;800m;915;2:14.67;Women-800m
Women;1000m;915;2:55.23;Women-1000m
Women;1500m;915;4:38.68;Women-1500m
Women;Mile;915;4:59.74;Women-Mile
Women;2000m;915;6:22.25;Women-2000m
Women;HJ;915;-;Women-HJ
Women;PV;915;-;Women-PV
Women;LJ;915;-;Women-LJ
Women;TJ;915;12.01;Women-TJ
Women;SP;915;15.31;Women-SP
Women;DT;915;51.47;Women-DT
Women;HT;915;58.93;Women-HT
Women;JT;915;51.17;Women-JT
Women;Decathlon / Heptathlon;915;5177;Women-Decathlon / Heptathlon
Women;100m;916;12.39;Women-100m
Women;200m;916;25.28;Women-200m
Women;300m;916;40.82;Women-300m
Women;400m;916;57.70;Women-400m
Women;500m;916;1:15.62;Women-500m
Women;110mH / 100mH;916;-;Women-110mH / 100mH
Women;400mH;916;1:03.72;Women-400mH
Women;4x100m;916;49.50;Women-4x100m
Women;4x200m;916;1:44.65;Women-4x200m
Women;4x400m;916;3:57.83;Women-4x400m
Women;600m;916;1:35.73;Women-600m
Women;800m;916;2:14.61;Women-800m
Women;1000m;916;2:55.14;Women-1000m
Women;1500m;916;4:38.54;Women-1500m
Women;Mile;916;4:59.59;Women-Mile
Women;2000m;916;6:22.05;Women-2000m
Women;HJ;916;1.69;Women-HJ
Women;PV;916;-;Women-PV
Women;LJ;916;5.62;Women-LJ
Women;TJ;916;12.02;Women-TJ
Women;SP;916;15.33;Women-SP
Women;DT;916;51.53;Women-DT
Women;HT;916;58.99;Women-HT
Women;JT;916;51.22;Women-JT
Women;Decathlon / Heptathlon;916;5182;Women-Decathlon / Heptathlon
Women;100m;917;-;Women-100m
Women;200m;917;25.27;Women-200m
Women;300m;917;40.80;Women-300m
Women;400m;917;57.68;Women-400m
Women;500m;917;1:15.58;Women-500m
Women;110mH / 100mH;917;14.82;Women-110mH / 100mH
Women;400mH;917;1:03.69;Women-400mH
Women;4x100m;917;49.47;Women-4x100m
Women;4x200m;917;1:44.60;Women-4x200m
Women;4x400m;917;3:57.70;Women-4x400m
Women;600m;917;1:35.68;Women-600m
Women;800m;917;2:14.55;Women-800m
Women;1000m;917;2:55.06;Women-1000m
Women;1500m;917;4:38.40;Women-1500m
Women;Mile;917;4:59.44;Women-Mile
Women;2000m;917;6:21.85;Women-2000m
Women;HJ;917;-;Women-HJ
Women;PV;917;3.86;Women-PV
Women;LJ;917;-;Women-LJ
Women;TJ;917;12.03;Women-TJ
Women;SP;917;15.34;Women-SP
Women;DT;917;51.58;Women-DT
Women;HT;917;59.05;Women-HT
Women;JT;917;51.28;Women-JT
Women;Decathlon / Heptathlon;917;5187;Women-Decathlon / Heptathlon
Women;100m;918;12.38;Women-100m
Women;200m;918;25.26;Women-200m
Women;300m;918;40.78;Women-300m
Women;400m;918;57.65;Women-400m
Women;500m;918;1:15.54;Women-500m
Women;110mH / 100mH;918;14.81;Women-110mH / 100mH
Women;400mH;918;1:03.65;Women-400mH
Women;4x100m;918;49.45;Women-4x100m
Women;4x200m;918;1:44.54;Women-4x200m
Women;4x400m;918;3:57.57;Women-4x400m
Women;600m;918;1:35.64;Women-600m
Women;800m;918;2:14.48;Women-800m
Women;1000m;918;2:54.97;Women-1000m
Women;1500m;918;4:38.26;Women-1500m
Women;Mile;918;4:59.28;Women-Mile
Women;2000m;918;6:21.65;Women-2000m
Women;HJ;918;-;Women-HJ
Women;PV;918;-;Women-PV
Women;LJ;918;-;Women-LJ
Women;TJ;918;12.04;Women-TJ
Women;SP;918;15.36;Women-SP
Women;DT;918;51.64;Women-DT
Women;HT;918;59.11;Women-HT
Women;JT;918;51.33;Women-JT
Women;Decathlon / Heptathlon;918;5192;Women-Decathlon / Heptathlon
Women;100m;919;12.37;Women-100m
Women;200m;919;25.25;Women-200m
Women;300m;919;40.76;Women-300m
Women;400m;919;57.62;Women-400m
Women;500m;919;1:15.50;Women-500m
Women;110mH / 100mH;919;14.80;Women-110mH / 100mH
Women;400mH;919;1:03.62;Women-400mH
Women;4x100m;919;49.42;Women-4x100m
Women;4x200m;919;1:44.48;Women-4x200m
Women;4x400m;919;3:57.44;Women-4x400m
Women;600m;919;1:35.59;Women-600m
Women;800m;919;2:14.42;Women-800m
Women;1000m;919;2:54.89;Women-1000m
Women;1500m;919;4:38.11;Women-1500m
Women;Mile;919;4:59.13;Women-Mile
Women;2000m;919;6:21.45;Women-2000m
Women;HJ;919;-;Women-HJ
Women;PV;919;-;Women-PV
Women;LJ;919;5.63;Women-LJ
Women;TJ;919;12.05;Women-TJ
Women;SP;919;15.37;Women-SP
Women;DT;919;51.69;Women-DT
Women;HT;919;59.18;Women-HT
Women;JT;919;51.38;Women-JT
Women;Decathlon / Heptathlon;919;5197;Women-Decathlon / Heptathlon
Women;100m;920;-;Women-100m
Women;200m;920;25.24;Women-200m
Women;300m;920;40.74;Women-300m
Women;400m;920;57.59;Women-400m
Women;500m;920;1:15.47;Women-500m
Women;110mH / 100mH;920;14.79;Women-110mH / 100mH
Women;400mH;920;1:03.58;Women-400mH
Women;4x100m;920;49.39;Women-4x100m
Women;4x200m;920;1:44.42;Women-4x200m
Women;4x400m;920;3:57.30;Women-4x400m
Women;600m;920;1:35.55;Women-600m
Women;800m;920;2:14.36;Women-800m
Women;1000m;920;2:54.81;Women-1000m
Women;1500m;920;4:37.97;Women-1500m
Women;Mile;920;4:58.98;Women-Mile
Women;2000m;920;6:21.25;Women-2000m
Women;HJ;920;-;Women-HJ
Women;PV;920;3.87;Women-PV
Women;LJ;920;-;Women-LJ
Women;TJ;920;12.06;Women-TJ
Women;SP;920;15.39;Women-SP
Women;DT;920;51.75;Women-DT
Women;HT;920;59.24;Women-HT
Women;JT;920;51.44;Women-JT
Women;Decathlon / Heptathlon;920;5203;Women-Decathlon / Heptathlon
Women;100m;921;12.36;Women-100m
Women;200m;921;25.23;Women-200m
Women;300m;921;40.72;Women-300m
Women;400m;921;57.56;Women-400m
Women;500m;921;1:15.43;Women-500m
Women;110mH / 100mH;921;14.78;Women-110mH / 100mH
Women;400mH;921;1:03.54;Women-400mH
Women;4x100m;921;49.37;Women-4x100m
Women;4x200m;921;1:44.36;Women-4x200m
Women;4x400m;921;3:57.17;Women-4x400m
Women;600m;921;1:35.50;Women-600m
Women;800m;921;2:14.29;Women-800m
Women;1000m;921;2:54.72;Women-1000m
Women;1500m;921;4:37.83;Women-1500m
Women;Mile;921;4:58.83;Women-Mile
Women;2000m;921;6:21.05;Women-2000m
Women;HJ;921;-;Women-HJ
Women;PV;921;-;Women-PV
Women;LJ;921;5.64;Women-LJ
Women;TJ;921;12.07;Women-TJ
Women;SP;921;15.41;Women-SP
Women;DT;921;51.80;Women-DT
Women;HT;921;59.30;Women-HT
Women;JT;921;51.49;Women-JT
Women;Decathlon / Heptathlon;921;5208;Women-Decathlon / Heptathlon
Women;100m;922;-;Women-100m
Women;200m;922;25.22;Women-200m
Women;300m;922;40.70;Women-300m
Women;400m;922;57.53;Women-400m
Women;500m;922;1:15.39;Women-500m
Women;110mH / 100mH;922;-;Women-110mH / 100mH
Women;400mH;922;1:03.51;Women-400mH
Women;4x100m;922;49.34;Women-4x100m
Women;4x200m;922;1:44.30;Women-4x200m
Women;4x400m;922;3:57.04;Women-4x400m
Women;600m;922;1:35.45;Women-600m
Women;800m;922;2:14.23;Women-800m
Women;1000m;922;2:54.64;Women-1000m
Women;1500m;922;4:37.69;Women-1500m
Women;Mile;922;4:58.67;Women-Mile
Women;2000m;922;6:20.85;Women-2000m
Women;HJ;922;-;Women-HJ
Women;PV;922;-;Women-PV
Women;LJ;922;-;Women-LJ
Women;TJ;922;12.08;Women-TJ
Women;SP;922;15.42;Women-SP
Women;DT;922;51.86;Women-DT
Women;HT;922;59.36;Women-HT
Women;JT;922;51.55;Women-JT
Women;Decathlon / Heptathlon;922;5213;Women-Decathlon / Heptathlon
Women;100m;923;12.35;Women-100m
Women;200m;923;25.20;Women-200m
Women;300m;923;40.68;Women-300m
Women;400m;923;57.50;Women-400m
Women;500m;923;1:15.35;Women-500m
Women;110mH / 100mH;923;14.77;Women-110mH / 100mH
Women;400mH;923;1:03.47;Women-400mH
Women;4x100m;923;49.32;Women-4x100m
Women;4x200m;923;1:44.24;Women-4x200m
Women;4x400m;923;3:56.91;Women-4x400m
Women;600m;923;1:35.41;Women-600m
Women;800m;923;2:14.17;Women-800m
Women;1000m;923;2:54.55;Women-1000m
Women;1500m;923;4:37.54;Women-1500m
Women;Mile;923;4:58.52;Women-Mile
Women;2000m;923;6:20.65;Women-2000m
Women;HJ;923;-;Women-HJ
Women;PV;923;3.88;Women-PV
Women;LJ;923;5.65;Women-LJ
Women;TJ;923;12.09;Women-TJ
Women;SP;923;15.44;Women-SP
Women;DT;923;51.91;Women-DT
Women;HT;923;59.42;Women-HT
Women;JT;923;51.60;Women-JT
Women;Decathlon / Heptathlon;923;5218;Women-Decathlon / Heptathlon
Women;100m;924;-;Women-100m
Women;200m;924;25.19;Women-200m
Women;300m;924;40.66;Women-300m
Women;400m;924;57.48;Women-400m
Women;500m;924;1:15.31;Women-500m
Women;110mH / 100mH;924;14.76;Women-110mH / 100mH
Women;400mH;924;1:03.44;Women-400mH
Women;4x100m;924;49.29;Women-4x100m
Women;4x200m;924;1:44.19;Women-4x200m
Women;4x400m;924;3:56.78;Women-4x400m
Women;600m;924;1:35.36;Women-600m
Women;800m;924;2:14.11;Women-800m
Women;1000m;924;2:54.47;Women-1000m
Women;1500m;924;4:37.40;Women-1500m
Women;Mile;924;4:58.37;Women-Mile
Women;2000m;924;6:20.45;Women-2000m
Women;HJ;924;-;Women-HJ
Women;PV;924;-;Women-PV
Women;LJ;924;-;Women-LJ
Women;TJ;924;12.10;Women-TJ
Women;SP;924;15.45;Women-SP
Women;DT;924;51.96;Women-DT
Women;HT;924;59.49;Women-HT
Women;JT;924;51.65;Women-JT
Women;Decathlon / Heptathlon;924;5223;Women-Decathlon / Heptathlon
Women;100m;925;12.34;Women-100m
Women;200m;925;25.18;Women-200m
Women;300m;925;40.64;Women-300m
Women;400m;925;57.45;Women-400m
Women;500m;925;1:15.28;Women-500m
Women;110mH / 100mH;925;14.75;Women-110mH / 100mH
Women;400mH;925;1:03.40;Women-400mH
Women;4x100m;925;49.26;Women-4x100m
Women;4x200m;925;1:44.13;Women-4x200m
Women;4x400m;925;3:56.65;Women-4x400m
Women;600m;925;1:35.32;Women-600m
Women;800m;925;2:14.04;Women-800m
Women;1000m;925;2:54.38;Women-1000m
Women;1500m;925;4:37.26;Women-1500m
Women;Mile;925;4:58.22;Women-Mile
Women;2000m;925;6:20.25;Women-2000m
Women;HJ;925;-;Women-HJ
Women;PV;925;-;Women-PV
Women;LJ;925;5.66;Women-LJ
Women;TJ;925;12.11;Women-TJ
Women;SP;925;15.47;Women-SP
Women;DT;925;52.02;Women-DT
Women;HT;925;59.55;Women-HT
Women;JT;925;51.71;Women-JT
Women;Decathlon / Heptathlon;925;5228;Women-Decathlon / Heptathlon
Women;100m;926;-;Women-100m
Women;200m;926;25.17;Women-200m
Women;300m;926;40.62;Women-300m
Women;400m;926;57.42;Women-400m
Women;500m;926;1:15.24;Women-500m
Women;110mH / 100mH;926;14.74;Women-110mH / 100mH
Women;400mH;926;1:03.36;Women-400mH
Women;4x100m;926;49.24;Women-4x100m
Women;4x200m;926;1:44.07;Women-4x200m
Women;4x400m;926;3:56.51;Women-4x400m
Women;600m;926;1:35.27;Women-600m
Women;800m;926;2:13.98;Women-800m
Women;1000m;926;2:54.30;Women-1000m
Women;1500m;926;4:37.12;Women-1500m
Women;Mile;926;4:58.06;Women-Mile
Women;2000m;926;6:20.05;Women-2000m
Women;HJ;926;1.70;Women-HJ
Women;PV;926;3.89;Women-PV
Women;LJ;926;-;Women-LJ
Women;TJ;926;12.12;Women-TJ
Women;SP;926;15.49;Women-SP
Women;DT;926;52.07;Women-DT
Women;HT;926;59.61;Women-HT
Women;JT;926;51.76;Women-JT
Women;Decathlon / Heptathlon;926;5234;Women-Decathlon / Heptathlon
Women;100m;927;12.33;Women-100m
Women;200m;927;25.16;Women-200m
Women;300m;927;40.60;Women-300m
Women;400m;927;57.39;Women-400m
Women;500m;927;1:15.20;Women-500m
Women;110mH / 100mH;927;-;Women-110mH / 100mH
Women;400mH;927;1:03.33;Women-400mH
Women;4x100m;927;49.21;Women-4x100m
Women;4x200m;927;1:44.01;Women-4x200m
Women;4x400m;927;3:56.38;Women-4x400m
Women;600m;927;1:35.22;Women-600m
Women;800m;927;2:13.92;Women-800m
Women;1000m;927;2:54.22;Women-1000m
Women;1500m;927;4:36.98;Women-1500m
Women;Mile;927;4:57.91;Women-Mile
Women;2000m;927;6:19.85;Women-2000m
Women;HJ;927;-;Women-HJ
Women;PV;927;-;Women-PV
Women;LJ;927;5.67;Women-LJ
Women;TJ;927;12.13;Women-TJ
Women;SP;927;15.50;Women-SP
Women;DT;927;52.13;Women-DT
Women;HT;927;59.67;Women-HT
Women;JT;927;51.82;Women-JT
Women;Decathlon / Heptathlon;927;5239;Women-Decathlon / Heptathlon
Women;100m;928;-;Women-100m
Women;200m;928;25.15;Women-200m
Women;300m;928;40.58;Women-300m
Women;400m;928;57.36;Women-400m
Women;500m;928;1:15.16;Women-500m
Women;110mH / 100mH;928;14.73;Women-110mH / 100mH
Women;400mH;928;1:03.29;Women-400mH
Women;4x100m;928;49.18;Women-4x100m
Women;4x200m;928;1:43.95;Women-4x200m
Women;4x400m;928;3:56.25;Women-4x400m
Women;600m;928;1:35.18;Women-600m
Women;800m;928;2:13.86;Women-800m
Women;1000m;928;2:54.13;Women-1000m
Women;1500m;928;4:36.83;Women-1500m
Women;Mile;928;4:57.76;Women-Mile
Women;2000m;928;6:19.65;Women-2000m
Women;HJ;928;-;Women-HJ
Women;PV;928;-;Women-PV
Women;LJ;928;-;Women-LJ
Women;TJ;928;12.14;Women-TJ
Women;SP;928;15.52;Women-SP
Women;DT;928;52.18;Women-DT
Women;HT;928;59.74;Women-HT
Women;JT;928;51.87;Women-JT
Women;Decathlon / Heptathlon;928;5244;Women-Decathlon / Heptathlon
Women;100m;929;12.32;Women-100m
Women;200m;929;25.14;Women-200m
Women;300m;929;40.57;Women-300m
Women;400m;929;57.33;Women-400m
Women;500m;929;1:15.12;Women-500m
Women;110mH / 100mH;929;14.72;Women-110mH / 100mH
Women;400mH;929;1:03.26;Women-400mH
Women;4x100m;929;49.16;Women-4x100m
Women;4x200m;929;1:43.90;Women-4x200m
Women;4x400m;929;3:56.12;Women-4x400m
Women;600m;929;1:35.13;Women-600m
Women;800m;929;2:13.79;Women-800m
Women;1000m;929;2:54.05;Women-1000m
Women;1500m;929;4:36.69;Women-1500m
Women;Mile;929;4:57.61;Women-Mile
Women;2000m;929;6:19.45;Women-2000m
Women;HJ;929;-;Women-HJ
Women;PV;929;3.90;Women-PV
Women;LJ;929;5.68;Women-LJ
Women;TJ;929;12.15;Women-TJ
Women;SP;929;15.53;Women-SP
Women;DT;929;52.24;Women-DT
Women;HT;929;59.80;Women-HT
Women;JT;929;51.92;Women-JT
Women;Decathlon / Heptathlon;929;5249;Women-Decathlon / Heptathlon
Women;100m;930;-;Women-100m
Women;200m;930;25.13;Women-200m
Women;300m;930;40.55;Women-300m
Women;400m;930;57.31;Women-400m
Women;500m;930;1:15.09;Women-500m
Women;110mH / 100mH;930;14.71;Women-110mH / 100mH
Women;400mH;930;1:03.22;Women-400mH
Women;4x100m;930;49.13;Women-4x100m
Women;4x200m;930;1:43.84;Women-4x200m
Women;4x400m;930;3:55.99;Women-4x400m
Women;600m;930;1:35.09;Women-600m
Women;800m;930;2:13.73;Women-800m
Women;1000m;930;2:53.96;Women-1000m
Women;1500m;930;4:36.55;Women-1500m
Women;Mile;930;4:57.46;Women-Mile
Women;2000m;930;6:19.25;Women-2000m
Women;HJ;930;-;Women-HJ
Women;PV;930;-;Women-PV
Women;LJ;930;-;Women-LJ
Women;TJ;930;12.16;Women-TJ
Women;SP;930;15.55;Women-SP
Women;DT;930;52.29;Women-DT
Women;HT;930;59.86;Women-HT
Women;JT;930;51.98;Women-JT
Women;Decathlon / Heptathlon;930;5254;Women-Decathlon / Heptathlon
Women;100m;931;12.31;Women-100m
Women;200m;931;25.12;Women-200m
Women;300m;931;40.53;Women-300m
Women;400m;931;57.28;Women-400m
Women;500m;931;1:15.05;Women-500m
Women;110mH / 100mH;931;14.70;Women-110mH / 100mH
Women;400mH;931;1:03.18;Women-400mH
Women;4x100m;931;49.10;Women-4x100m
Women;4x200m;931;1:43.78;Women-4x200m
Women;4x400m;931;3:55.86;Women-4x400m
Women;600m;931;1:35.04;Women-600m
Women;800m;931;2:13.67;Women-800m
Women;1000m;931;2:53.88;Women-1000m
Women;1500m;931;4:36.41;Women-1500m
Women;Mile;931;4:57.30;Women-Mile
Women;2000m;931;6:19.05;Women-2000m
Women;HJ;931;-;Women-HJ
Women;PV;931;-;Women-PV
Women;LJ;931;-;Women-LJ
Women;TJ;931;12.17;Women-TJ
Women;SP;931;15.57;Women-SP
Women;DT;931;52.35;Women-DT
Women;HT;931;59.92;Women-HT
Women;JT;931;52.03;Women-JT
Women;Decathlon / Heptathlon;931;5259;Women-Decathlon / Heptathlon
Women;100m;932;-;Women-100m
Women;200m;932;25.11;Women-200m
Women;300m;932;40.51;Women-300m
Women;400m;932;57.25;Women-400m
Women;500m;932;1:15.01;Women-500m
Women;110mH / 100mH;932;14.69;Women-110mH / 100mH
Women;400mH;932;1:03.15;Women-400mH
Women;4x100m;932;49.08;Women-4x100m
Women;4x200m;932;1:43.72;Women-4x200m
Women;4x400m;932;3:55.73;Women-4x400m
Women;600m;932;1:35.00;Women-600m
Women;800m;932;2:13.61;Women-800m
Women;1000m;932;2:53.80;Women-1000m
Women;1500m;932;4:36.27;Women-1500m
Women;Mile;932;4:57.15;Women-Mile
Women;2000m;932;6:18.85;Women-2000m
Women;HJ;932;-;Women-HJ
Women;PV;932;3.91;Women-PV
Women;LJ;932;5.69;Women-LJ
Women;TJ;932;12.18;Women-TJ
Women;SP;932;15.58;Women-SP
Women;DT;932;52.40;Women-DT
Women;HT;932;59.98;Women-HT
Women;JT;932;52.09;Women-JT
Women;Decathlon / Heptathlon;932;5265;Women-Decathlon / Heptathlon
Women;100m;933;12.30;Women-100m
Women;200m;933;25.10;Women-200m
Women;300m;933;40.49;Women-300m
Women;400m;933;57.22;Women-400m
Women;500m;933;1:14.97;Women-500m
Women;110mH / 100mH;933;-;Women-110mH / 100mH
Women;400mH;933;1:03.11;Women-400mH
Women;4x100m;933;49.05;Women-4x100m
Women;4x200m;933;1:43.66;Women-4x200m
Women;4x400m;933;3:55.60;Women-4x400m
Women;600m;933;1:34.95;Women-600m
Women;800m;933;2:13.54;Women-800m
Women;1000m;933;2:53.71;Women-1000m
Women;1500m;933;4:36.13;Women-1500m
Women;Mile;933;4:57.00;Women-Mile
Women;2000m;933;6:18.65;Women-2000m
Women;HJ;933;-;Women-HJ
Women;PV;933;-;Women-PV
Women;LJ;933;-;Women-LJ
Women;TJ;933;12.19;Women-TJ
Women;SP;933;15.60;Women-SP
Women;DT;933;52.45;Women-DT
Women;HT;933;60.05;Women-HT
Women;JT;933;52.14;Women-JT
Women;Decathlon / Heptathlon;933;5270;Women-Decathlon / Heptathlon
Women;100m;934;-;Women-100m
Women;200m;934;25.08;Women-200m
Women;300m;934;40.47;Women-300m
Women;400m;934;57.19;Women-400m
Women;500m;934;1:14.94;Women-500m
Women;110mH / 100mH;934;14.68;Women-110mH / 100mH
Women;400mH;934;1:03.08;Women-400mH
Women;4x100m;934;49.03;Women-4x100m
Women;4x200m;934;1:43.60;Women-4x200m
Women;4x400m;934;3:55.46;Women-4x400m
Women;600m;934;1:34.90;Women-600m
Women;800m;934;2:13.48;Women-800m
Women;1000m;934;2:53.63;Women-1000m
Women;1500m;934;4:35.98;Women-1500m
Women;Mile;934;4:56.85;Women-Mile
Women;2000m;934;6:18.45;Women-2000m
Women;HJ;934;-;Women-HJ
Women;PV;934;-;Women-PV
Women;LJ;934;5.70;Women-LJ
Women;TJ;934;-;Women-TJ
Women;SP;934;15.61;Women-SP
Women;DT;934;52.51;Women-DT
Women;HT;934;60.11;Women-HT
Women;JT;934;52.20;Women-JT
Women;Decathlon / Heptathlon;934;5275;Women-Decathlon / Heptathlon
Women;100m;935;12.29;Women-100m
Women;200m;935;25.07;Women-200m
Women;300m;935;40.45;Women-300m
Women;400m;935;57.16;Women-400m
Women;500m;935;1:14.90;Women-500m
Women;110mH / 100mH;935;14.67;Women-110mH / 100mH
Women;400mH;935;1:03.04;Women-400mH
Women;4x100m;935;49.00;Women-4x100m
Women;4x200m;935;1:43.55;Women-4x200m
Women;4x400m;935;3:55.33;Women-4x400m
Women;600m;935;1:34.86;Women-600m
Women;800m;935;2:13.42;Women-800m
Women;1000m;935;2:53.55;Women-1000m
Women;1500m;935;4:35.84;Women-1500m
Women;Mile;935;4:56.70;Women-Mile
Women;2000m;935;6:18.25;Women-2000m
Women;HJ;935;-;Women-HJ
Women;PV;935;3.92;Women-PV
Women;LJ;935;-;Women-LJ
Women;TJ;935;12.20;Women-TJ
Women;SP;935;15.63;Women-SP
Women;DT;935;52.56;Women-DT
Women;HT;935;60.17;Women-HT
Women;JT;935;52.25;Women-JT
Women;Decathlon / Heptathlon;935;5280;Women-Decathlon / Heptathlon
Women;100m;936;-;Women-100m
Women;200m;936;25.06;Women-200m
Women;300m;936;40.43;Women-300m
Women;400m;936;57.14;Women-400m
Women;500m;936;1:14.86;Women-500m
Women;110mH / 100mH;936;14.66;Women-110mH / 100mH
Women;400mH;936;1:03.00;Women-400mH
Women;4x100m;936;48.97;Women-4x100m
Women;4x200m;936;1:43.49;Women-4x200m
Women;4x400m;936;3:55.20;Women-4x400m
Women;600m;936;1:34.81;Women-600m
Women;800m;936;2:13.36;Women-800m
Women;1000m;936;2:53.46;Women-1000m
Women;1500m;936;4:35.70;Women-1500m
Women;Mile;936;4:56.55;Women-Mile
Women;2000m;936;6:18.06;Women-2000m
Women;HJ;936;1.71;Women-HJ
Women;PV;936;-;Women-PV
Women;LJ;936;5.71;Women-LJ
Women;TJ;936;12.21;Women-TJ
Women;SP;936;15.65;Women-SP
Women;DT;936;52.62;Women-DT
Women;HT;936;60.23;Women-HT
Women;JT;936;52.30;Women-JT
Women;Decathlon / Heptathlon;936;5285;Women-Decathlon / Heptathlon
Women;100m;937;12.28;Women-100m
Women;200m;937;25.05;Women-200m
Women;300m;937;40.41;Women-300m
Women;400m;937;57.11;Women-400m
Women;500m;937;1:14.82;Women-500m
Women;110mH / 100mH;937;14.65;Women-110mH / 100mH
Women;400mH;937;1:02.97;Women-400mH
Women;4x100m;937;48.95;Women-4x100m
Women;4x200m;937;1:43.43;Women-4x200m
Women;4x400m;937;3:55.07;Women-4x400m
Women;600m;937;1:34.77;Women-600m
Women;800m;937;2:13.29;Women-800m
Women;1000m;937;2:53.38;Women-1000m
Women;1500m;937;4:35.56;Women-1500m
Women;Mile;937;4:56.39;Women-Mile
Women;2000m;937;6:17.86;Women-2000m
Women;HJ;937;-;Women-HJ
Women;PV;937;-;Women-PV
Women;LJ;937;-;Women-LJ
Women;TJ;937;12.22;Women-TJ
Women;SP;937;15.66;Women-SP
Women;DT;937;52.67;Women-DT
Women;HT;937;60.29;Women-HT
Women;JT;937;52.36;Women-JT
Women;Decathlon / Heptathlon;937;5290;Women-Decathlon / Heptathlon
Women;100m;938;-;Women-100m
Women;200m;938;25.04;Women-200m
Women;300m;938;40.39;Women-300m
Women;400m;938;57.08;Women-400m
Women;500m;938;1:14.78;Women-500m
Women;110mH / 100mH;938;14.64;Women-110mH / 100mH
Women;400mH;938;1:02.93;Women-400mH
Women;4x100m;938;48.92;Women-4x100m
Women;4x200m;938;1:43.37;Women-4x200m
Women;4x400m;938;3:54.94;Women-4x400m
Women;600m;938;1:34.72;Women-600m
Women;800m;938;2:13.23;Women-800m
Women;1000m;938;2:53.29;Women-1000m
